Tax Year,Tax code,Agency,Agency Name,Agency Rate,Tax code Rate
2017,10056,070090000,EAST DUNDEE & COUNTRYSIDE FIRE PROT DIST,1.064,9.560
2017,10056,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,9.560
2017,10056,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,9.560
2017,10057,010010000,COUNTY OF COOK,0.496,7.621
2017,10057,010010001,CONSOLIDATED ELECTIONS,0.031,7.621
2017,10057,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,7.621
2017,10057,020010000,TOWN BARRINGTON,0.031,7.621
2017,10057,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,7.621
2017,10057,020010003,ROAD AND BRIDGE BARRINGTON,0.000,7.621
2017,10057,030040000,VILLAGE OF   BARRINGTON HILLS,1.222,7.621
2017,10057,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,7.621
2017,10057,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.560,7.621
2017,10057,044030010,LAKE CO TAX OBJ CT ORD-220,0.068,7.621
2017,10057,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.230,7.621
2017,10057,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.485,7.621
2017,10057,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,7.621
2017,10059,010010000,COUNTY OF COOK,0.496,8.425
2017,10059,010010001,CONSOLIDATED ELECTIONS,0.031,8.425
2017,10059,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,8.425
2017,10059,020010000,TOWN BARRINGTON,0.031,8.425
2017,10059,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,8.425
2017,10059,020010003,ROAD AND BRIDGE BARRINGTON,0.000,8.425
2017,10059,030580000,VILLAGE OF   HOFFMAN ESTATES,1.470,8.425
2017,10059,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,8.425
2017,10059,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.560,8.425
2017,10059,044030010,LAKE CO TAX OBJ CT ORD-220,0.068,8.425
2017,10059,050480000,HOFFMAN ESTATES PARK DISTRICT,0.639,8.425
2017,10059,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.230,8.425
2017,10059,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,8.425
2017,10059,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,8.425
2017,10060,010010000,COUNTY OF COOK,0.496,7.340
2017,10060,010010001,CONSOLIDATED ELECTIONS,0.031,7.340
2017,10060,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,7.340
2017,10060,020010000,TOWN BARRINGTON,0.031,7.340
2017,10060,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,7.340
2017,10060,020010003,ROAD AND BRIDGE BARRINGTON,0.000,7.340
2017,10060,030030000,VILLAGE OF   BARRINGTON,0.570,7.340
2017,10060,030030100,VILLAGE OF BARRINGTON SPECIAL SERVICE AREA,0.100,7.340
2017,10060,030030101,VILLAGE OF BARRINGTON SPECIAL SERVICE 2,0.000,7.340
2017,10060,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,7.340
2017,10060,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.560,7.340
2017,10060,044030010,LAKE CO TAX OBJ CT ORD-220,0.068,7.340
2017,10060,050040000,BARRINGTON PARK DISTRICT,0.756,7.340
2017,10060,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.230,7.340
2017,10060,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,7.340
2017,10061,010010000,COUNTY OF COOK,0.496,7.240
2017,10061,010010001,CONSOLIDATED ELECTIONS,0.031,7.240
2017,10061,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,7.240
2017,10061,020010000,TOWN BARRINGTON,0.031,7.240
2017,10061,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,7.240
2017,10061,020010003,ROAD AND BRIDGE BARRINGTON,0.000,7.240
2017,10061,030030000,VILLAGE OF   BARRINGTON,0.570,7.240
2017,10061,030030101,VILLAGE OF BARRINGTON SPECIAL SERVICE 2,0.000,7.240
2017,10061,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,7.240
2017,10061,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.560,7.240
2017,10061,044030010,LAKE CO TAX OBJ CT ORD-220,0.068,7.240
2017,10061,050040000,BARRINGTON PARK DISTRICT,0.756,7.240
2017,10061,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.230,7.240
2017,10061,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,7.240
2017,10062,010010000,COUNTY OF COOK,0.496,10.337
2017,10062,010010001,CONSOLIDATED ELECTIONS,0.031,10.337
2017,10062,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,10.337
2017,10062,020010000,TOWN BARRINGTON,0.031,10.337
2017,10062,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,10.337
2017,10062,020010003,ROAD AND BRIDGE BARRINGTON,0.000,10.337
2017,10062,030580000,VILLAGE OF   HOFFMAN ESTATES,1.470,10.337
2017,10062,040030000,SCHOOL DISTRICT C C  15,3.618,10.337
2017,10062,042130000,PALATINE TOWNSHIP HIGH SCHOOL  211,2.922,10.337
2017,10062,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,10.337
2017,10062,050480000,HOFFMAN ESTATES PARK DISTRICT,0.639,10.337
2017,10062,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.230,10.337
2017,10062,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,10.337
2017,10062,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,10.337
2017,10064,010010000,COUNTY OF COOK,0.496,7.240
2017,10064,010010001,CONSOLIDATED ELECTIONS,0.031,7.240
2017,10064,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,7.240
2017,10064,020010000,TOWN BARRINGTON,0.031,7.240
2017,10064,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,7.240
2017,10064,020010003,ROAD AND BRIDGE BARRINGTON,0.000,7.240
2017,10064,030030000,VILLAGE OF   BARRINGTON,0.570,7.240
2017,10064,030030102,VILLAGE OF BARRINGTON SPECIAL SERVICE AREA 4,0.000,7.240
2017,10064,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,7.240
2017,10064,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.560,7.240
2017,10064,044030010,LAKE CO TAX OBJ CT ORD-220,0.068,7.240
2017,10064,050040000,BARRINGTON PARK DISTRICT,0.756,7.240
2017,10064,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.230,7.240
2017,10064,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,7.240
2017,10065,010010000,COUNTY OF COOK,0.496,9.449
2017,10065,010010001,CONSOLIDATED ELECTIONS,0.031,9.449
2017,10065,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,9.449
2017,10065,020010000,TOWN BARRINGTON,0.031,9.449
2017,10065,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,9.449
2017,10065,020010003,ROAD AND BRIDGE BARRINGTON,0.000,9.449
2017,10065,030580000,VILLAGE OF   HOFFMAN ESTATES,1.470,9.449
2017,10065,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,0.562,9.449
2017,10065,044070000,SCHOOL DISTRICT UNIT  300,5.917,9.449
2017,10065,050480000,HOFFMAN ESTATES PARK DISTRICT,0.639,9.449
2017,10065,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.230,9.449
2017,10065,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,9.449
2017,10067,010010000,COUNTY OF COOK,0.496,9.043
2017,10067,010010001,CONSOLIDATED ELECTIONS,0.031,9.043
2017,10067,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,9.043
2017,10067,020010000,TOWN BARRINGTON,0.031,9.043
2017,10067,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,9.043
2017,10067,020010003,ROAD AND BRIDGE BARRINGTON,0.000,9.043
2017,10067,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,0.562,9.043
2017,10067,044070000,SCHOOL DISTRICT UNIT  300,5.917,9.043
2017,10067,050480000,HOFFMAN ESTATES PARK DISTRICT,0.639,9.043
2017,10067,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.230,9.043
2017,10067,070090000,EAST DUNDEE & COUNTRYSIDE FIRE PROT DIST,1.064,9.043
2017,10067,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,9.043
2017,10069,010010000,COUNTY OF COOK,0.496,6.933
2017,10069,010010001,CONSOLIDATED ELECTIONS,0.031,6.933
2017,10069,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,6.933
2017,10069,020010000,TOWN BARRINGTON,0.031,6.933
2017,10069,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,6.933
2017,10069,020010003,ROAD AND BRIDGE BARRINGTON,0.000,6.933
2017,10069,030630000,VILLAGE OF INVERNESS,0.534,6.933
2017,10069,030630100,VILLAGE OF INVERNESS SPEC SERV AREA 1,0.000,6.933
2017,10069,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,6.933
2017,10069,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.560,6.933
2017,10069,044030010,LAKE CO TAX OBJ CT ORD-220,0.068,6.933
2017,10069,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.230,6.933
2017,10069,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.485,6.933
2017,10069,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,6.933
2017,10071,010010000,COUNTY OF COOK,0.496,9.851
2017,10071,010010001,CONSOLIDATED ELECTIONS,0.031,9.851
2017,10071,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,9.851
2017,10071,020010000,TOWN BARRINGTON,0.031,9.851
2017,10071,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,9.851
2017,10071,020010003,ROAD AND BRIDGE BARRINGTON,0.000,9.851
2017,10071,030580000,VILLAGE OF   HOFFMAN ESTATES,1.470,9.851
2017,10071,030580500,TIF VIL OF HOFFMAN ESTATES-SEARS,0.000,9.851
2017,10071,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,0.562,9.851
2017,10071,044070000,SCHOOL DISTRICT UNIT  300,5.917,9.851
2017,10071,050480000,HOFFMAN ESTATES PARK DISTRICT,0.639,9.851
2017,10071,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.230,9.851
2017,10071,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,9.851
2017,10071,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,9.851
2017,10072,010010000,COUNTY OF COOK,0.496,9.654
2017,10072,010010001,CONSOLIDATED ELECTIONS,0.031,9.654
2017,10072,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,9.654
2017,10072,020010000,TOWN BARRINGTON,0.031,9.654
2017,10072,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,9.654
2017,10072,020010003,ROAD AND BRIDGE BARRINGTON,0.000,9.654
2017,10072,030320000,VILLAGE OF EAST DUNDEE,0.680,9.654
2017,10072,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,0.562,9.654
2017,10072,044070000,SCHOOL DISTRICT UNIT  300,5.917,9.654
2017,10072,050310000,DUNDEE TOWNSHIP PARK DISTRICT,0.570,9.654
2017,10072,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.230,9.654
2017,10072,070090000,EAST DUNDEE & COUNTRYSIDE FIRE PROT DIST,1.064,9.654
2017,10072,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,9.654
2017,10074,010010000,COUNTY OF COOK,0.496,7.240
2017,10074,010010001,CONSOLIDATED ELECTIONS,0.031,7.240
2017,10074,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,7.240
2017,10074,020010000,TOWN BARRINGTON,0.031,7.240
2017,10074,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,7.240
2017,10074,020010003,ROAD AND BRIDGE BARRINGTON,0.000,7.240
2017,10074,030030000,VILLAGE OF   BARRINGTON,0.570,7.240
2017,10074,030030103,VILLAGE OF BARRINGTON SPECIAL SERVICE AREA 6,0.000,7.240
2017,10074,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,7.240
2017,10074,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.560,7.240
2017,10074,044030010,LAKE CO TAX OBJ CT ORD-220,0.068,7.240
2017,10074,050040000,BARRINGTON PARK DISTRICT,0.756,7.240
2017,10074,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.230,7.240
2017,10074,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,7.240
2017,10075,010010000,COUNTY OF COOK,0.496,8.195
2017,10075,010010001,CONSOLIDATED ELECTIONS,0.031,8.195
2017,10075,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,8.195
2017,10075,020010000,TOWN BARRINGTON,0.031,8.195
2017,10075,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,8.195
2017,10075,020010003,ROAD AND BRIDGE BARRINGTON,0.000,8.195
2017,10075,030580000,VILLAGE OF   HOFFMAN ESTATES,1.470,8.195
2017,10075,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,8.195
2017,10075,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.560,8.195
2017,10075,044030010,LAKE CO TAX OBJ CT ORD-220,0.068,8.195
2017,10075,050480000,HOFFMAN ESTATES PARK DISTRICT,0.639,8.195
2017,10075,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,8.195
2017,10075,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,8.195
2017,10076,010010000,COUNTY OF COOK,0.496,6.484
2017,10076,010010001,CONSOLIDATED ELECTIONS,0.031,6.484
2017,10076,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,6.484
2017,10076,020010000,TOWN BARRINGTON,0.031,6.484
2017,10076,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,6.484
2017,10076,020010003,ROAD AND BRIDGE BARRINGTON,0.000,6.484
2017,10076,030030000,VILLAGE OF   BARRINGTON,0.570,6.484
2017,10076,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,6.484
2017,10076,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.560,6.484
2017,10076,044030010,LAKE CO TAX OBJ CT ORD-220,0.068,6.484
2017,10076,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.230,6.484
2017,10076,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,6.484
2017,10077,010010000,COUNTY OF COOK,0.496,7.147
2017,10077,010010001,CONSOLIDATED ELECTIONS,0.031,7.147
2017,10077,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,7.147
2017,10077,020010000,TOWN BARRINGTON,0.031,7.147
2017,10077,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,7.147
2017,10077,020010003,ROAD AND BRIDGE BARRINGTON,0.000,7.147
2017,10077,030630000,VILLAGE OF INVERNESS,0.534,7.147
2017,10077,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,7.147
2017,10077,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.560,7.147
2017,10077,044030010,LAKE CO TAX OBJ CT ORD-220,0.068,7.147
2017,10077,050980000,SOUTH BARRINGTON PARK DISTRICT,0.214,7.147
2017,10077,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.230,7.147
2017,10077,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.485,7.147
2017,10077,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,7.147
2017,10078,010010000,COUNTY OF COOK,0.496,10.211
2017,10078,010010001,CONSOLIDATED ELECTIONS,0.031,10.211
2017,10078,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,10.211
2017,10078,020010000,TOWN BARRINGTON,0.031,10.211
2017,10078,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,10.211
2017,10078,020010003,ROAD AND BRIDGE BARRINGTON,0.000,10.211
2017,10078,030580000,VILLAGE OF   HOFFMAN ESTATES,1.470,10.211
2017,10078,030580500,TIF VIL OF HOFFMAN ESTATES-SEARS,0.000,10.211
2017,10078,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,0.562,10.211
2017,10078,044070000,SCHOOL DISTRICT UNIT  300,5.917,10.211
2017,10078,050480000,HOFFMAN ESTATES PARK DISTRICT,0.639,10.211
2017,10078,060390000,POPLAR CREEK PUBLIC LIBRARY DISTRICT,0.590,10.211
2017,10078,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,10.211
2017,10078,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,10.211
2017,10080,010010000,COUNTY OF COOK,0.496,9.449
2017,10080,010010001,CONSOLIDATED ELECTIONS,0.031,9.449
2017,10080,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,9.449
2017,10080,020010000,TOWN BARRINGTON,0.031,9.449
2017,10080,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,9.449
2017,10080,020010003,ROAD AND BRIDGE BARRINGTON,0.000,9.449
2017,10080,030580000,VILLAGE OF   HOFFMAN ESTATES,1.470,9.449
2017,10080,030580500,TIF VIL OF HOFFMAN ESTATES-SEARS,0.000,9.449
2017,10080,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,0.562,9.449
2017,10080,044070000,SCHOOL DISTRICT UNIT  300,5.917,9.449
2017,10080,050480000,HOFFMAN ESTATES PARK DISTRICT,0.639,9.449
2017,10080,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.230,9.449
2017,10080,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,9.449
2017,10081,010010000,COUNTY OF COOK,0.496,6.801
2017,10081,010010001,CONSOLIDATED ELECTIONS,0.031,6.801
2017,10081,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,6.801
2017,10081,020010000,TOWN BARRINGTON,0.031,6.801
2017,10081,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,6.801
2017,10081,020010003,ROAD AND BRIDGE BARRINGTON,0.000,6.801
2017,10081,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,6.801
2017,10081,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.560,6.801
2017,10081,044030010,LAKE CO TAX OBJ CT ORD-220,0.068,6.801
2017,10081,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.230,6.801
2017,10081,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.485,6.801
2017,10081,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,6.801
2017,10081,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,6.801
2017,10082,010010000,COUNTY OF COOK,0.496,7.015
2017,10082,010010001,CONSOLIDATED ELECTIONS,0.031,7.015
2017,10082,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,7.015
2017,10082,020010000,TOWN BARRINGTON,0.031,7.015
2017,10082,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,7.015
2017,10082,020010003,ROAD AND BRIDGE BARRINGTON,0.000,7.015
2017,10082,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,7.015
2017,10082,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.560,7.015
2017,10082,044030010,LAKE CO TAX OBJ CT ORD-220,0.068,7.015
2017,10082,050980000,SOUTH BARRINGTON PARK DISTRICT,0.214,7.015
2017,10082,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.230,7.015
2017,10082,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.485,7.015
2017,10082,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,7.015
2017,10082,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,7.015
2017,10083,010010000,COUNTY OF COOK,0.496,8.200
2017,10083,010010001,CONSOLIDATED ELECTIONS,0.031,8.200
2017,10083,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,8.200
2017,10083,020010000,TOWN BARRINGTON,0.031,8.200
2017,10083,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,8.200
2017,10083,020010003,ROAD AND BRIDGE BARRINGTON,0.000,8.200
2017,10083,030040000,VILLAGE OF   BARRINGTON HILLS,1.222,8.200
2017,10083,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,8.200
2017,10083,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.560,8.200
2017,10083,044030010,LAKE CO TAX OBJ CT ORD-220,0.068,8.200
2017,10083,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.230,8.200
2017,10083,070090000,EAST DUNDEE & COUNTRYSIDE FIRE PROT DIST,1.064,8.200
2017,10083,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,8.200
2017,10084,010010000,COUNTY OF COOK,0.496,6.613
2017,10084,010010001,CONSOLIDATED ELECTIONS,0.031,6.613
2017,10084,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,6.613
2017,10084,020010000,TOWN BARRINGTON,0.031,6.613
2017,10084,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,6.613
2017,10084,020010003,ROAD AND BRIDGE BARRINGTON,0.000,6.613
2017,10084,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,6.613
2017,10084,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.560,6.613
2017,10084,044030010,LAKE CO TAX OBJ CT ORD-220,0.068,6.613
2017,10084,050980000,SOUTH BARRINGTON PARK DISTRICT,0.214,6.613
2017,10084,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.230,6.613
2017,10084,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.485,6.613
2017,10084,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,6.613
2017,10085,010010000,COUNTY OF COOK,0.496,6.933
2017,10085,010010001,CONSOLIDATED ELECTIONS,0.031,6.933
2017,10085,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,6.933
2017,10085,020010000,TOWN BARRINGTON,0.031,6.933
2017,10085,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,6.933
2017,10085,020010003,ROAD AND BRIDGE BARRINGTON,0.000,6.933
2017,10085,030630000,VILLAGE OF INVERNESS,0.534,6.933
2017,10085,030630101,VILLAGE OF INVERNESS SPECIAL SERVICE AREA 2,0.000,6.933
2017,10085,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,6.933
2017,10085,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.560,6.933
2017,10085,044030010,LAKE CO TAX OBJ CT ORD-220,0.068,6.933
2017,10085,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.230,6.933
2017,10085,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.485,6.933
2017,10085,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,6.933
2017,10086,010010000,COUNTY OF COOK,0.496,8.615
2017,10086,010010001,CONSOLIDATED ELECTIONS,0.031,8.615
2017,10086,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,8.615
2017,10086,020010000,TOWN BARRINGTON,0.031,8.615
2017,10086,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,8.615
2017,10086,020010003,ROAD AND BRIDGE BARRINGTON,0.000,8.615
2017,10086,030630000,VILLAGE OF INVERNESS,0.534,8.615
2017,10086,030630102,VIL OF INVERNESS SPECIAL SERVICE AREA 3,0.000,8.615
2017,10086,040030000,SCHOOL DISTRICT C C  15,3.618,8.615
2017,10086,042130000,PALATINE TOWNSHIP HIGH SCHOOL  211,2.922,8.615
2017,10086,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,8.615
2017,10086,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.485,8.615
2017,10086,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,8.615
2017,10088,010010000,COUNTY OF COOK,0.496,6.981
2017,10088,010010001,CONSOLIDATED ELECTIONS,0.031,6.981
2017,10088,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,6.981
2017,10088,020010000,TOWN BARRINGTON,0.031,6.981
2017,10088,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,6.981
2017,10088,020010003,ROAD AND BRIDGE BARRINGTON,0.000,6.981
2017,10088,030630000,VILLAGE OF INVERNESS,0.534,6.981
2017,10088,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,6.981
2017,10088,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.560,6.981
2017,10088,044030010,LAKE CO TAX OBJ CT ORD-220,0.068,6.981
2017,10088,050030000,BARRINGTON HILLS PARK DISTRICT,0.048,6.981
2017,10088,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.230,6.981
2017,10088,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.485,6.981
2017,10088,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,6.981
2017,10089,010010000,COUNTY OF COOK,0.496,6.933
2017,10089,010010001,CONSOLIDATED ELECTIONS,0.031,6.933
2017,10089,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,6.933
2017,10089,020010000,TOWN BARRINGTON,0.031,6.933
2017,10089,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,6.933
2017,10089,020010003,ROAD AND BRIDGE BARRINGTON,0.000,6.933
2017,10089,030630000,VILLAGE OF INVERNESS,0.534,6.933
2017,10089,030630104,VIL OF INVERNESS SPEC SERV AREA 5,0.000,6.933
2017,10089,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,6.933
2017,10089,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.560,6.933
2017,10089,044030010,LAKE CO TAX OBJ CT ORD-220,0.068,6.933
2017,10089,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.230,6.933
2017,10089,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.485,6.933
2017,10089,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,6.933
2017,10090,010010000,COUNTY OF COOK,0.496,6.981
2017,10090,010010001,CONSOLIDATED ELECTIONS,0.031,6.981
2017,10090,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,6.981
2017,10090,020010000,TOWN BARRINGTON,0.031,6.981
2017,10090,020010002,GENERAL ASSISTANCE BARRINGTON,0.001,6.981
2017,10090,020010003,ROAD AND BRIDGE BARRINGTON,0.000,6.981
2017,10090,030630000,VILLAGE OF INVERNESS,0.534,6.981
2017,10090,030630104,VIL OF INVERNESS SPEC SERV AREA 5,0.000,6.981
2017,10090,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,6.981
2017,10090,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.560,6.981
2017,10090,044030010,LAKE CO TAX OBJ CT ORD-220,0.068,6.981
2017,10090,050030000,BARRINGTON HILLS PARK DISTRICT,0.048,6.981
