Tax Year,Tax code,Agency,Agency Name,Agency Rate,Tax code Rate
2015,12089,020030003,ROAD AND BRIDGE BLOOM,0.070,20.380
2015,12089,030220000,CITY OF   CHICAGO HEIGHTS,6.561,20.380
2015,12089,030220001,CITY OF CHICAGO HEIGHTS LIBRARY FUND,0.329,20.380
2015,12089,041150000,SCHOOL DISTRICT 161,6.572,20.380
2015,12089,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.462,20.380
2015,12089,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,20.380
2015,12089,050190000,CHICAGO HEIGHTS PARK DISTRICT,0.914,20.380
2015,12089,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,20.380
2015,12091,010010000,COUNTY OF COOK,0.552,15.072
2015,12091,010010001,CONSOLIDATED ELECTIONS,0.034,15.072
2015,12091,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,15.072
2015,12091,020030000,TOWN   BLOOM,0.226,15.072
2015,12091,020030002,GENERAL ASSISTANCE   BLOOM,0.087,15.072
2015,12091,020030003,ROAD AND BRIDGE BLOOM,0.070,15.072
2015,12091,041150000,SCHOOL DISTRICT 161,6.572,15.072
2015,12091,042290000,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,6.532,15.072
2015,12091,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,15.072
2015,12091,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.426,15.072
2015,12091,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,15.072
2015,12093,010010000,COUNTY OF COOK,0.552,19.867
2015,12093,010010001,CONSOLIDATED ELECTIONS,0.034,19.867
2015,12093,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,19.867
2015,12093,020030000,TOWN   BLOOM,0.226,19.867
2015,12093,020030002,GENERAL ASSISTANCE   BLOOM,0.087,19.867
2015,12093,020030003,ROAD AND BRIDGE BLOOM,0.070,19.867
2015,12093,030220000,CITY OF   CHICAGO HEIGHTS,6.561,19.867
2015,12093,030220001,CITY OF CHICAGO HEIGHTS LIBRARY FUND,0.329,19.867
2015,12093,041210000,SCHOOL DISTRICT  170,6.059,19.867
2015,12093,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.462,19.867
2015,12093,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,19.867
2015,12093,050190000,CHICAGO HEIGHTS PARK DISTRICT,0.914,19.867
2015,12093,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,19.867
2015,12094,010010000,COUNTY OF COOK,0.552,16.909
2015,12094,010010001,CONSOLIDATED ELECTIONS,0.034,16.909
2015,12094,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,16.909
2015,12094,020030000,TOWN   BLOOM,0.226,16.909
2015,12094,020030002,GENERAL ASSISTANCE   BLOOM,0.087,16.909
2015,12094,020030003,ROAD AND BRIDGE BLOOM,0.070,16.909
2015,12094,030680000,VILLAGE OF LANSING,2.591,16.909
2015,12094,030680001,VILLAGE OF LANSING LIBRARY FUND,0.727,16.909
2015,12094,041220000,SCHOOL DISTRICT  171,5.946,16.909
2015,12094,042160000,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,5.543,16.909
2015,12094,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.621,16.909
2015,12094,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.426,16.909
2015,12094,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,16.909
2015,12098,010010000,COUNTY OF COOK,0.552,22.321
2015,12098,010010001,CONSOLIDATED ELECTIONS,0.034,22.321
2015,12098,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,22.321
2015,12098,020030000,TOWN   BLOOM,0.226,22.321
2015,12098,020030002,GENERAL ASSISTANCE   BLOOM,0.087,22.321
2015,12098,020030003,ROAD AND BRIDGE BLOOM,0.070,22.321
2015,12098,030480000,VILLAGE OF GLENWOOD,5.906,22.321
2015,12098,041060000,SCHOOL DISTRICT 153,6.248,22.321
2015,12098,042290000,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,6.532,22.321
2015,12098,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,22.321
2015,12098,050490000,HOMEWOOD FLOSSMOOR PARK DISTRICT,0.986,22.321
2015,12098,060180000,GLENWOOD LYNWOOD PUBLIC LIBRARY DISTRICT,0.681,22.321
2015,12098,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.426,22.321
2015,12098,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,22.321
2015,12099,010010000,COUNTY OF COOK,0.552,20.780
2015,12099,010010001,CONSOLIDATED ELECTIONS,0.034,20.780
2015,12099,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,20.780
2015,12099,020030000,TOWN   BLOOM,0.226,20.780
2015,12099,020030002,GENERAL ASSISTANCE   BLOOM,0.087,20.780
2015,12099,020030003,ROAD AND BRIDGE BLOOM,0.070,20.780
2015,12099,030220000,CITY OF   CHICAGO HEIGHTS,6.561,20.780
2015,12099,030220001,CITY OF CHICAGO HEIGHTS LIBRARY FUND,0.329,20.780
2015,12099,041210000,SCHOOL DISTRICT  170,6.059,20.780
2015,12099,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.462,20.780
2015,12099,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,20.780
2015,12099,050190000,CHICAGO HEIGHTS PARK DISTRICT,0.914,20.780
2015,12099,050770000,OLYMPIA FIELDS PARK DISTRICT,0.913,20.780
2015,12099,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,20.780
2015,12099,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,20.780
2015,12104,010010000,COUNTY OF COOK,0.552,15.560
2015,12104,010010001,CONSOLIDATED ELECTIONS,0.034,15.560
2015,12104,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,15.560
2015,12104,020030000,TOWN   BLOOM,0.226,15.560
2015,12104,020030002,GENERAL ASSISTANCE   BLOOM,0.087,15.560
2015,12104,020030003,ROAD AND BRIDGE BLOOM,0.070,15.560
2015,12104,041150000,SCHOOL DISTRICT 161,6.572,15.560
2015,12104,042290000,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,6.532,15.560
2015,12104,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,15.560
2015,12104,050190000,CHICAGO HEIGHTS PARK DISTRICT,0.914,15.560
2015,12104,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,15.560
2015,12105,010010000,COUNTY OF COOK,0.552,22.450
2015,12105,010010001,CONSOLIDATED ELECTIONS,0.034,22.450
2015,12105,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,22.450
2015,12105,020030000,TOWN   BLOOM,0.226,22.450
2015,12105,020030002,GENERAL ASSISTANCE   BLOOM,0.087,22.450
2015,12105,020030003,ROAD AND BRIDGE BLOOM,0.070,22.450
2015,12105,030220000,CITY OF   CHICAGO HEIGHTS,6.561,22.450
2015,12105,030220001,CITY OF CHICAGO HEIGHTS LIBRARY FUND,0.329,22.450
2015,12105,041150000,SCHOOL DISTRICT 161,6.572,22.450
2015,12105,042290000,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,6.532,22.450
2015,12105,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,22.450
2015,12105,050190000,CHICAGO HEIGHTS PARK DISTRICT,0.914,22.450
2015,12105,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,22.450
2015,12106,010010000,COUNTY OF COOK,0.552,13.440
2015,12106,010010001,CONSOLIDATED ELECTIONS,0.034,13.440
2015,12106,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,13.440
2015,12106,020030000,TOWN   BLOOM,0.226,13.440
2015,12106,020030002,GENERAL ASSISTANCE   BLOOM,0.087,13.440
2015,12106,020030003,ROAD AND BRIDGE BLOOM,0.070,13.440
2015,12106,041210000,SCHOOL DISTRICT  170,6.059,13.440
2015,12106,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.462,13.440
2015,12106,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,13.440
2015,12106,050190000,CHICAGO HEIGHTS PARK DISTRICT,0.914,13.440
2015,12106,070370000,OLYMPIA GARDENS FIRE PROTECTION DISTRICT,0.463,13.440
2015,12106,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,13.440
2015,12108,010010000,COUNTY OF COOK,0.552,18.677
2015,12108,010010001,CONSOLIDATED ELECTIONS,0.034,18.677
2015,12108,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,18.677
2015,12108,020030000,TOWN   BLOOM,0.226,18.677
2015,12108,020030002,GENERAL ASSISTANCE   BLOOM,0.087,18.677
2015,12108,020030003,ROAD AND BRIDGE BLOOM,0.070,18.677
2015,12108,030220000,CITY OF   CHICAGO HEIGHTS,6.561,18.677
2015,12108,030220001,CITY OF CHICAGO HEIGHTS LIBRARY FUND,0.329,18.677
2015,12108,041270000,SCHOOL DISTRICT  194,4.869,18.677
2015,12108,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.462,18.677
2015,12108,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,18.677
2015,12108,050190000,CHICAGO HEIGHTS PARK DISTRICT,0.914,18.677
2015,12108,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,18.677
2015,12108,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,18.677
2015,12109,010010000,COUNTY OF COOK,0.552,18.805
2015,12109,010010001,CONSOLIDATED ELECTIONS,0.034,18.805
2015,12109,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,18.805
2015,12109,020030000,TOWN   BLOOM,0.226,18.805
2015,12109,020030002,GENERAL ASSISTANCE   BLOOM,0.087,18.805
2015,12109,020030003,ROAD AND BRIDGE BLOOM,0.070,18.805
2015,12109,030480000,VILLAGE OF GLENWOOD,5.906,18.805
2015,12109,041180000,SCHOOL DISTRICT  167,6.214,18.805
2015,12109,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.462,18.805
2015,12109,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,18.805
2015,12109,060180000,GLENWOOD LYNWOOD PUBLIC LIBRARY DISTRICT,0.681,18.805
2015,12109,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,18.805
2015,12113,010010000,COUNTY OF COOK,0.552,20.022
2015,12113,010010001,CONSOLIDATED ELECTIONS,0.034,20.022
2015,12113,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,20.022
2015,12113,020030000,TOWN   BLOOM,0.226,20.022
2015,12113,020030002,GENERAL ASSISTANCE   BLOOM,0.087,20.022
2015,12113,020030003,ROAD AND BRIDGE BLOOM,0.070,20.022
2015,12113,030220000,CITY OF   CHICAGO HEIGHTS,6.561,20.022
2015,12113,030220001,CITY OF CHICAGO HEIGHTS LIBRARY FUND,0.329,20.022
2015,12113,041180000,SCHOOL DISTRICT  167,6.214,20.022
2015,12113,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.462,20.022
2015,12113,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,20.022
2015,12113,050190000,CHICAGO HEIGHTS PARK DISTRICT,0.914,20.022
2015,12113,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,20.022
2015,12113,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,20.022
2015,12114,010010000,COUNTY OF COOK,0.552,32.848
2015,12114,010010001,CONSOLIDATED ELECTIONS,0.034,32.848
2015,12114,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,32.848
2015,12114,020030000,TOWN   BLOOM,0.226,32.848
2015,12114,020030002,GENERAL ASSISTANCE   BLOOM,0.087,32.848
2015,12114,020030003,ROAD AND BRIDGE BLOOM,0.070,32.848
2015,12114,030220000,CITY OF   CHICAGO HEIGHTS,6.561,32.848
2015,12114,030220001,CITY OF CHICAGO HEIGHTS LIBRARY FUND,0.329,32.848
2015,12114,041200000,SCHOOL DISTRICT  169,19.954,32.848
2015,12114,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.462,32.848
2015,12114,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,32.848
2015,12114,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,32.848
2015,12117,010010000,COUNTY OF COOK,0.552,13.440
2015,12117,010010001,CONSOLIDATED ELECTIONS,0.034,13.440
2015,12117,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,13.440
2015,12117,020030000,TOWN   BLOOM,0.226,13.440
2015,12117,020030002,GENERAL ASSISTANCE   BLOOM,0.087,13.440
2015,12117,020030003,ROAD AND BRIDGE BLOOM,0.070,13.440
2015,12117,041210000,SCHOOL DISTRICT  170,6.059,13.440
2015,12117,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.462,13.440
2015,12117,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,13.440
2015,12117,050190000,CHICAGO HEIGHTS PARK DISTRICT,0.914,13.440
2015,12117,070370000,OLYMPIA GARDENS FIRE PROTECTION DISTRICT,0.463,13.440
2015,12117,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,13.440
2015,12117,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,13.440
2015,12118,010010000,COUNTY OF COOK,0.552,13.145
2015,12118,010010001,CONSOLIDATED ELECTIONS,0.034,13.145
2015,12118,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,13.145
2015,12118,020030000,TOWN   BLOOM,0.226,13.145
2015,12118,020030002,GENERAL ASSISTANCE   BLOOM,0.087,13.145
2015,12118,020030003,ROAD AND BRIDGE BLOOM,0.070,13.145
2015,12118,041190000,SCHOOL DISTRICT C C  168,6.418,13.145
2015,12118,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.462,13.145
2015,12118,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,13.145
2015,12118,070250000,MILLER WOODS FIRE PROTECTION DISTRICT,0.297,13.145
2015,12118,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.426,13.145
2015,12118,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,13.145
2015,12119,010010000,COUNTY OF COOK,0.552,19.108
2015,12119,010010001,CONSOLIDATED ELECTIONS,0.034,19.108
2015,12119,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,19.108
2015,12119,020030000,TOWN   BLOOM,0.226,19.108
2015,12119,020030002,GENERAL ASSISTANCE   BLOOM,0.087,19.108
2015,12119,020030003,ROAD AND BRIDGE BLOOM,0.070,19.108
2015,12119,030220000,CITY OF   CHICAGO HEIGHTS,6.561,19.108
2015,12119,030220001,CITY OF CHICAGO HEIGHTS LIBRARY FUND,0.329,19.108
2015,12119,041180000,SCHOOL DISTRICT  167,6.214,19.108
2015,12119,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.462,19.108
2015,12119,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,19.108
2015,12119,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,19.108
2015,12120,010010000,COUNTY OF COOK,0.552,14.519
2015,12120,010010001,CONSOLIDATED ELECTIONS,0.034,14.519
2015,12120,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,14.519
2015,12120,020030000,TOWN   BLOOM,0.226,14.519
2015,12120,020030002,GENERAL ASSISTANCE   BLOOM,0.087,14.519
2015,12120,020030003,ROAD AND BRIDGE BLOOM,0.070,14.519
2015,12120,031190000,VILLAGE OF SOUTH CHICAGO HEIGHTS,3.646,14.519
2015,12120,041270000,SCHOOL DISTRICT  194,4.869,14.519
2015,12120,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.462,14.519
2015,12120,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,14.519
2015,12120,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,14.519
2015,12120,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,14.519
2015,12121,010010000,COUNTY OF COOK,0.552,17.278
2015,12121,010010001,CONSOLIDATED ELECTIONS,0.034,17.278
2015,12121,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,17.278
2015,12121,020030000,TOWN   BLOOM,0.226,17.278
2015,12121,020030002,GENERAL ASSISTANCE   BLOOM,0.087,17.278
2015,12121,020030003,ROAD AND BRIDGE BLOOM,0.070,17.278
2015,12121,031140000,VILLAGE OF   SAUK VILLAGE,4.759,17.278
2015,12121,041230000,SCHOOL DISTRICT  172,5.408,17.278
2015,12121,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.462,17.278
2015,12121,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,17.278
2015,12121,060180000,GLENWOOD LYNWOOD PUBLIC LIBRARY DISTRICT,0.681,17.278
2015,12121,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.426,17.278
2015,12121,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,17.278
2015,12122,010010000,COUNTY OF COOK,0.552,17.104
2015,12122,010010001,CONSOLIDATED ELECTIONS,0.034,17.104
2015,12122,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,17.104
2015,12122,020030000,TOWN   BLOOM,0.226,17.104
2015,12122,020030002,GENERAL ASSISTANCE   BLOOM,0.087,17.104
2015,12122,020030003,ROAD AND BRIDGE BLOOM,0.070,17.104
2015,12122,031140000,VILLAGE OF   SAUK VILLAGE,4.759,17.104
2015,12122,041230000,SCHOOL DISTRICT  172,5.408,17.104
2015,12122,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.462,17.104
2015,12122,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,17.104
2015,12122,060320000,NANCY L MCCONATHY PUBLIC LIBRARY DIST,0.507,17.104
2015,12122,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.426,17.104
2015,12122,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,17.104
2015,12123,010010000,COUNTY OF COOK,0.552,18.114
2015,12123,010010001,CONSOLIDATED ELECTIONS,0.034,18.114
2015,12123,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,18.114
2015,12123,020030000,TOWN   BLOOM,0.226,18.114
2015,12123,020030002,GENERAL ASSISTANCE   BLOOM,0.087,18.114
2015,12123,020030003,ROAD AND BRIDGE BLOOM,0.070,18.114
2015,12123,031140000,VILLAGE OF   SAUK VILLAGE,4.759,18.114
2015,12123,041190000,SCHOOL DISTRICT C C  168,6.418,18.114
2015,12123,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.462,18.114
2015,12123,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,18.114
2015,12123,060320000,NANCY L MCCONATHY PUBLIC LIBRARY DIST,0.507,18.114
2015,12123,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.426,18.114
2015,12123,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,18.114
2015,12124,010010000,COUNTY OF COOK,0.552,14.091
2015,12124,010010001,CONSOLIDATED ELECTIONS,0.034,14.091
2015,12124,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,14.091
2015,12124,020030000,TOWN   BLOOM,0.226,14.091
2015,12124,020030002,GENERAL ASSISTANCE   BLOOM,0.087,14.091
2015,12124,020030003,ROAD AND BRIDGE BLOOM,0.070,14.091
2015,12124,041220000,SCHOOL DISTRICT  171,5.946,14.091
2015,12124,042160000,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,5.543,14.091
2015,12124,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.621,14.091
2015,12124,050550000,LAN OAK PARK DISTRICT,0.500,14.091
2015,12124,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.426,14.091
2015,12124,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,14.091
2015,12126,010010000,COUNTY OF COOK,0.552,18.114
2015,12126,010010001,CONSOLIDATED ELECTIONS,0.034,18.114
2015,12126,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,18.114
2015,12126,020030000,TOWN   BLOOM,0.226,18.114
2015,12126,020030002,GENERAL ASSISTANCE   BLOOM,0.087,18.114
2015,12126,020030003,ROAD AND BRIDGE BLOOM,0.070,18.114
2015,12126,031140000,VILLAGE OF   SAUK VILLAGE,4.759,18.114
2015,12126,031140501,TIF VIL OF SAUK VILLAGE-2,0.000,18.114
2015,12126,041190000,SCHOOL DISTRICT C C  168,6.418,18.114
2015,12126,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.462,18.114
2015,12126,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,18.114
2015,12126,060320000,NANCY L MCCONATHY PUBLIC LIBRARY DIST,0.507,18.114
2015,12126,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.426,18.114
2015,12126,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,18.114
2015,12127,010010000,COUNTY OF COOK,0.552,19.867
2015,12127,010010001,CONSOLIDATED ELECTIONS,0.034,19.867
2015,12127,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,19.867
2015,12127,020030000,TOWN   BLOOM,0.226,19.867
2015,12127,020030002,GENERAL ASSISTANCE   BLOOM,0.087,19.867
2015,12127,020030003,ROAD AND BRIDGE BLOOM,0.070,19.867
2015,12127,030220000,CITY OF   CHICAGO HEIGHTS,6.561,19.867
2015,12127,030220001,CITY OF CHICAGO HEIGHTS LIBRARY FUND,0.329,19.867
2015,12127,030220500,TIF CITY OF CHICAGO HEIGHTS-CUB FOODS,0.000,19.867
2015,12127,041210000,SCHOOL DISTRICT  170,6.059,19.867
2015,12127,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.462,19.867
2015,12127,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,19.867
2015,12127,050190000,CHICAGO HEIGHTS PARK DISTRICT,0.914,19.867
2015,12127,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,19.867
2015,12127,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,19.867
2015,12128,010010000,COUNTY OF COOK,0.552,22.450
2015,12128,010010001,CONSOLIDATED ELECTIONS,0.034,22.450
2015,12128,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,22.450
2015,12128,020030000,TOWN   BLOOM,0.226,22.450
2015,12128,020030002,GENERAL ASSISTANCE   BLOOM,0.087,22.450
2015,12128,020030003,ROAD AND BRIDGE BLOOM,0.070,22.450
2015,12128,030220000,CITY OF   CHICAGO HEIGHTS,6.561,22.450
2015,12128,030220001,CITY OF CHICAGO HEIGHTS LIBRARY FUND,0.329,22.450
2015,12128,041150000,SCHOOL DISTRICT 161,6.572,22.450
2015,12128,042290000,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,6.532,22.450
2015,12128,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,22.450
2015,12128,050190000,CHICAGO HEIGHTS PARK DISTRICT,0.914,22.450
2015,12128,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,22.450
2015,12128,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,22.450
2015,12130,010010000,COUNTY OF COOK,0.552,14.915
2015,12130,010010001,CONSOLIDATED ELECTIONS,0.034,14.915
2015,12130,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,14.915
2015,12130,020030000,TOWN   BLOOM,0.226,14.915
2015,12130,020030002,GENERAL ASSISTANCE   BLOOM,0.087,14.915
2015,12130,020030003,ROAD AND BRIDGE BLOOM,0.070,14.915
2015,12130,041150000,SCHOOL DISTRICT 161,6.572,14.915
2015,12130,042290000,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,6.532,14.915
2015,12130,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,14.915
2015,12130,070200000,HOLBROOK FIRE PROTECTION DISTRICT,0.269,14.915
2015,12130,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,14.915
2015,12130,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,14.915
2015,12132,010010000,COUNTY OF COOK,0.552,18.550
2015,12132,010010001,CONSOLIDATED ELECTIONS,0.034,18.550
2015,12132,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,18.550
2015,12132,020030000,TOWN   BLOOM,0.226,18.550
2015,12132,020030002,GENERAL ASSISTANCE   BLOOM,0.087,18.550
2015,12132,020030003,ROAD AND BRIDGE BLOOM,0.070,18.550
2015,12132,030480000,VILLAGE OF GLENWOOD,5.906,18.550
2015,12132,041180000,SCHOOL DISTRICT  167,6.214,18.550
2015,12132,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.462,18.550
2015,12132,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,18.550
2015,12132,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.426,18.550
2015,12132,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,18.550
2015,12135,010010000,COUNTY OF COOK,0.552,13.780
2015,12135,010010001,CONSOLIDATED ELECTIONS,0.034,13.780
2015,12135,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,13.780
2015,12135,020030000,TOWN   BLOOM,0.226,13.780
2015,12135,020030002,GENERAL ASSISTANCE   BLOOM,0.087,13.780
2015,12135,020030003,ROAD AND BRIDGE BLOOM,0.070,13.780
2015,12135,031210000,VILLAGE OF   STEGER,2.217,13.780
2015,12135,041270000,SCHOOL DISTRICT  194,4.869,13.780
2015,12135,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.462,13.780
2015,12135,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,13.780
2015,12135,060490000,STEGER SOUTH CHICAGO HTS PUB LIBRARY DIST,0.264,13.780
2015,12135,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.426,13.780
2015,12135,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,13.780
2015,12136,010010000,COUNTY OF COOK,0.552,13.354
2015,12136,010010001,CONSOLIDATED ELECTIONS,0.034,13.354
2015,12136,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,13.354
2015,12136,020030000,TOWN   BLOOM,0.226,13.354
2015,12136,020030002,GENERAL ASSISTANCE   BLOOM,0.087,13.354
2015,12136,020030003,ROAD AND BRIDGE BLOOM,0.070,13.354
2015,12136,031210000,VILLAGE OF   STEGER,2.217,13.354
2015,12136,041270000,SCHOOL DISTRICT  194,4.869,13.354
2015,12136,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.462,13.354
2015,12136,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.487,13.354
2015,12136,060490000,STEGER SOUTH CHICAGO HTS PUB LIBRARY DIST,0.264,13.354
2015,12136,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,13.354
2015,12136,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,13.354
2015,12137,010010000,COUNTY OF COOK,0.552,15.329
