Tax Year,Tax code,Agency,Agency Name,Agency Rate,Tax code Rate
2015,10001,010010000,COUNTY OF COOK,0.552,8.095
2015,10001,010010001,CONSOLIDATED ELECTIONS,0.034,8.095
2015,10001,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.095
2015,10001,020010000,TOWN   BARRINGTON,0.033,8.095
2015,10001,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,8.095
2015,10001,020010003,ROAD AND BRIDGE BARRINGTON,0.000,8.095
2015,10001,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.466,8.095
2015,10001,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,5.126,8.095
2015,10001,044030010,LAKE CO TAX OBJ CT ORD-220,0.077,8.095
2015,10001,050040000,BARRINGTON PARK DISTRICT,0.895,8.095
2015,10001,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.266,8.095
2015,10001,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.565,8.095
2015,10001,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,8.095
2015,10002,010010000,COUNTY OF COOK,0.552,9.578
2015,10002,010010001,CONSOLIDATED ELECTIONS,0.034,9.578
2015,10002,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,9.578
2015,10002,020010000,TOWN   BARRINGTON,0.033,9.578
2015,10002,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,9.578
2015,10002,020010003,ROAD AND BRIDGE BARRINGTON,0.000,9.578
2015,10002,030040000,VILLAGE OF   BARRINGTON HILLS,1.771,9.578
2015,10002,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.466,9.578
2015,10002,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,5.126,9.578
2015,10002,044030010,LAKE CO TAX OBJ CT ORD-220,0.077,9.578
2015,10002,050030000,BARRINGTON HILLS PARK DISTRICT,0.057,9.578
2015,10002,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.266,9.578
2015,10002,070090000,EAST DUNDEE & COUNTRYSIDE FIRE PROT DIST,1.115,9.578
2015,10002,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,9.578
2015,10003,010010000,COUNTY OF COOK,0.552,7.849
2015,10003,010010001,CONSOLIDATED ELECTIONS,0.034,7.849
2015,10003,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,7.849
2015,10003,020010000,TOWN   BARRINGTON,0.033,7.849
2015,10003,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,7.849
2015,10003,020010003,ROAD AND BRIDGE BARRINGTON,0.000,7.849
2015,10003,031180000,VILLAGE OF   SOUTH BARRINGTON,0.649,7.849
2015,10003,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.466,7.849
2015,10003,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,5.126,7.849
2015,10003,044030010,LAKE CO TAX OBJ CT ORD-220,0.077,7.849
2015,10003,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.266,7.849
2015,10003,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.565,7.849
2015,10003,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,7.849
2015,10004,010010000,COUNTY OF COOK,0.552,11.148
2015,10004,010010001,CONSOLIDATED ELECTIONS,0.034,11.148
2015,10004,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,11.148
2015,10004,020010000,TOWN   BARRINGTON,0.033,11.148
2015,10004,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,11.148
2015,10004,020010003,ROAD AND BRIDGE BARRINGTON,0.000,11.148
2015,10004,030040000,VILLAGE OF   BARRINGTON HILLS,1.771,11.148
2015,10004,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,0.654,11.148
2015,10004,044070000,SCHOOL DISTRICT UNIT  300,6.585,11.148
2015,10004,050030000,BARRINGTON HILLS PARK DISTRICT,0.057,11.148
2015,10004,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.266,11.148
2015,10004,070090000,EAST DUNDEE & COUNTRYSIDE FIRE PROT DIST,1.115,11.148
2015,10004,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,11.148
2015,10005,010010000,COUNTY OF COOK,0.552,9.301
2015,10005,010010001,CONSOLIDATED ELECTIONS,0.034,9.301
2015,10005,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,9.301
2015,10005,020010000,TOWN   BARRINGTON,0.033,9.301
2015,10005,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,9.301
2015,10005,020010003,ROAD AND BRIDGE BARRINGTON,0.000,9.301
2015,10005,030040000,VILLAGE OF   BARRINGTON HILLS,1.771,9.301
2015,10005,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.466,9.301
2015,10005,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,5.126,9.301
2015,10005,044030010,LAKE CO TAX OBJ CT ORD-220,0.077,9.301
2015,10005,050040000,BARRINGTON PARK DISTRICT,0.895,9.301
2015,10005,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.266,9.301
2015,10005,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,9.301
2015,10009,010010000,COUNTY OF COOK,0.552,7.200
2015,10009,010010001,CONSOLIDATED ELECTIONS,0.034,7.200
2015,10009,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,7.200
2015,10009,020010000,TOWN   BARRINGTON,0.033,7.200
2015,10009,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,7.200
2015,10009,020010003,ROAD AND BRIDGE BARRINGTON,0.000,7.200
2015,10009,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.466,7.200
2015,10009,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,5.126,7.200
2015,10009,044030010,LAKE CO TAX OBJ CT ORD-220,0.077,7.200
2015,10009,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.266,7.200
2015,10009,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.565,7.200
2015,10009,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,7.200
2015,10012,010010000,COUNTY OF COOK,0.552,7.848
2015,10012,010010001,CONSOLIDATED ELECTIONS,0.034,7.848
2015,10012,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,7.848
2015,10012,020010000,TOWN   BARRINGTON,0.033,7.848
2015,10012,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,7.848
2015,10012,020010003,ROAD AND BRIDGE BARRINGTON,0.000,7.848
2015,10012,030630000,VILLAGE OF INVERNESS,0.648,7.848
2015,10012,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.466,7.848
2015,10012,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,5.126,7.848
2015,10012,044030010,LAKE CO TAX OBJ CT ORD-220,0.077,7.848
2015,10012,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.266,7.848
2015,10012,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.565,7.848
2015,10012,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,7.848
2015,10013,010010000,COUNTY OF COOK,0.552,8.770
2015,10013,010010001,CONSOLIDATED ELECTIONS,0.034,8.770
2015,10013,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.770
2015,10013,020010000,TOWN   BARRINGTON,0.033,8.770
2015,10013,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,8.770
2015,10013,020010003,ROAD AND BRIDGE BARRINGTON,0.000,8.770
2015,10013,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,0.654,8.770
2015,10013,044070000,SCHOOL DISTRICT UNIT  300,6.585,8.770
2015,10013,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.266,8.770
2015,10013,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.565,8.770
2015,10013,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,8.770
2015,10015,010010000,COUNTY OF COOK,0.552,7.750
2015,10015,010010001,CONSOLIDATED ELECTIONS,0.034,7.750
2015,10015,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,7.750
2015,10015,020010000,TOWN   BARRINGTON,0.033,7.750
2015,10015,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,7.750
2015,10015,020010003,ROAD AND BRIDGE BARRINGTON,0.000,7.750
2015,10015,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.466,7.750
2015,10015,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,5.126,7.750
2015,10015,044030010,LAKE CO TAX OBJ CT ORD-220,0.077,7.750
2015,10015,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.266,7.750
2015,10015,070090000,EAST DUNDEE & COUNTRYSIDE FIRE PROT DIST,1.115,7.750
2015,10015,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,7.750
2015,10018,010010000,COUNTY OF COOK,0.552,6.635
2015,10018,010010001,CONSOLIDATED ELECTIONS,0.034,6.635
2015,10018,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,6.635
2015,10018,020010000,TOWN   BARRINGTON,0.033,6.635
2015,10018,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,6.635
2015,10018,020010003,ROAD AND BRIDGE BARRINGTON,0.000,6.635
2015,10018,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.466,6.635
2015,10018,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,5.126,6.635
2015,10018,044030010,LAKE CO TAX OBJ CT ORD-220,0.077,6.635
2015,10018,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.266,6.635
2015,10018,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,6.635
2015,10019,010010000,COUNTY OF COOK,0.552,12.257
2015,10019,010010001,CONSOLIDATED ELECTIONS,0.034,12.257
2015,10019,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,12.257
2015,10019,020010000,TOWN   BARRINGTON,0.033,12.257
2015,10019,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,12.257
2015,10019,020010003,ROAD AND BRIDGE BARRINGTON,0.000,12.257
2015,10019,030580000,VILLAGE OF   HOFFMAN ESTATES,1.563,12.257
2015,10019,030580500,TIF VIL OF HOFFMAN ESTATES-SEARS,0.000,12.257
2015,10019,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,0.654,12.257
2015,10019,044010000,SCHOOL DISTRICT 46,7.947,12.257
2015,10019,050480000,HOFFMAN ESTATES PARK DISTRICT,0.701,12.257
2015,10019,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.266,12.257
2015,10019,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.426,12.257
2015,10019,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,12.257
2015,10021,010010000,COUNTY OF COOK,0.552,8.279
2015,10021,010010001,CONSOLIDATED ELECTIONS,0.034,8.279
2015,10021,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.279
2015,10021,020010000,TOWN   BARRINGTON,0.033,8.279
2015,10021,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,8.279
2015,10021,020010003,ROAD AND BRIDGE BARRINGTON,0.000,8.279
2015,10021,030030000,VILLAGE OF   BARRINGTON,0.749,8.279
2015,10021,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.466,8.279
2015,10021,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,5.126,8.279
2015,10021,044030010,LAKE CO TAX OBJ CT ORD-220,0.077,8.279
2015,10021,050040000,BARRINGTON PARK DISTRICT,0.895,8.279
2015,10021,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.266,8.279
2015,10021,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,8.279
2015,10030,010010000,COUNTY OF COOK,0.552,9.723
2015,10030,010010001,CONSOLIDATED ELECTIONS,0.034,9.723
2015,10030,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,9.723
2015,10030,020010000,TOWN   BARRINGTON,0.033,9.723
2015,10030,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,9.723
2015,10030,020010003,ROAD AND BRIDGE BARRINGTON,0.000,9.723
2015,10030,030630000,VILLAGE OF INVERNESS,0.648,9.723
2015,10030,040030000,SCHOOL DISTRICT C C  15,4.035,9.723
2015,10030,042130000,PALATINE TOWNSHIP HIGH SCHOOL  211,3.309,9.723
2015,10030,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.466,9.723
2015,10030,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.565,9.723
2015,10030,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,9.723
2015,10032,010010000,COUNTY OF COOK,0.552,9.320
2015,10032,010010001,CONSOLIDATED ELECTIONS,0.034,9.320
2015,10032,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,9.320
2015,10032,020010000,TOWN   BARRINGTON,0.033,9.320
2015,10032,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,9.320
2015,10032,020010003,ROAD AND BRIDGE BARRINGTON,0.000,9.320
2015,10032,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,0.654,9.320
2015,10032,044070000,SCHOOL DISTRICT UNIT  300,6.585,9.320
2015,10032,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.266,9.320
2015,10032,070090000,EAST DUNDEE & COUNTRYSIDE FIRE PROT DIST,1.115,9.320
2015,10032,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,9.320
2015,10035,010010000,COUNTY OF COOK,0.552,9.028
2015,10035,010010001,CONSOLIDATED ELECTIONS,0.034,9.028
2015,10035,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,9.028
2015,10035,020010000,TOWN   BARRINGTON,0.033,9.028
2015,10035,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,9.028
2015,10035,020010003,ROAD AND BRIDGE BARRINGTON,0.000,9.028
2015,10035,030040000,VILLAGE OF   BARRINGTON HILLS,1.771,9.028
2015,10035,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.466,9.028
2015,10035,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,5.126,9.028
2015,10035,044030010,LAKE CO TAX OBJ CT ORD-220,0.077,9.028
2015,10035,050030000,BARRINGTON HILLS PARK DISTRICT,0.057,9.028
2015,10035,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.266,9.028
2015,10035,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.565,9.028
2015,10035,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,9.028
2015,10038,010010000,COUNTY OF COOK,0.552,8.356
2015,10038,010010001,CONSOLIDATED ELECTIONS,0.034,8.356
2015,10038,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.356
2015,10038,020010000,TOWN   BARRINGTON,0.033,8.356
2015,10038,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,8.356
2015,10038,020010003,ROAD AND BRIDGE BARRINGTON,0.000,8.356
2015,10038,031180000,VILLAGE OF   SOUTH BARRINGTON,0.649,8.356
2015,10038,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.466,8.356
2015,10038,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,5.126,8.356
2015,10038,044030010,LAKE CO TAX OBJ CT ORD-220,0.077,8.356
2015,10038,050980000,SOUTH BARRINGTON PARK DISTRICT,0.246,8.356
2015,10038,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.266,8.356
2015,10038,070190000,HOFFMAN ESTATES FIRE PROTECTION DIST 1,0.400,8.356
2015,10038,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.426,8.356
2015,10038,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,8.356
2015,10039,010010000,COUNTY OF COOK,0.552,9.866
2015,10039,010010001,CONSOLIDATED ELECTIONS,0.034,9.866
2015,10039,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,9.866
2015,10039,020010000,TOWN   BARRINGTON,0.033,9.866
2015,10039,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,9.866
2015,10039,020010003,ROAD AND BRIDGE BARRINGTON,0.000,9.866
2015,10039,030040000,VILLAGE OF   BARRINGTON HILLS,1.771,9.866
2015,10039,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.466,9.866
2015,10039,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,5.126,9.866
2015,10039,044030010,LAKE CO TAX OBJ CT ORD-220,0.077,9.866
2015,10039,050040000,BARRINGTON PARK DISTRICT,0.895,9.866
2015,10039,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.266,9.866
2015,10039,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.565,9.866
2015,10039,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,9.866
2015,10040,010010000,COUNTY OF COOK,0.552,10.598
2015,10040,010010001,CONSOLIDATED ELECTIONS,0.034,10.598
2015,10040,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,10.598
2015,10040,020010000,TOWN   BARRINGTON,0.033,10.598
2015,10040,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,10.598
2015,10040,020010003,ROAD AND BRIDGE BARRINGTON,0.000,10.598
2015,10040,030040000,VILLAGE OF   BARRINGTON HILLS,1.771,10.598
2015,10040,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,0.654,10.598
2015,10040,044070000,SCHOOL DISTRICT UNIT  300,6.585,10.598
2015,10040,050030000,BARRINGTON HILLS PARK DISTRICT,0.057,10.598
2015,10040,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.266,10.598
2015,10040,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.565,10.598
2015,10040,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,10.598
2015,10041,010010000,COUNTY OF COOK,0.552,8.095
2015,10041,010010001,CONSOLIDATED ELECTIONS,0.034,8.095
2015,10041,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.095
2015,10041,020010000,TOWN   BARRINGTON,0.033,8.095
2015,10041,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,8.095
2015,10041,020010003,ROAD AND BRIDGE BARRINGTON,0.000,8.095
2015,10041,031180000,VILLAGE OF   SOUTH BARRINGTON,0.649,8.095
2015,10041,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.466,8.095
2015,10041,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,5.126,8.095
2015,10041,044030010,LAKE CO TAX OBJ CT ORD-220,0.077,8.095
2015,10041,050980000,SOUTH BARRINGTON PARK DISTRICT,0.246,8.095
2015,10041,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.266,8.095
2015,10041,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.565,8.095
2015,10041,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,8.095
2015,10042,010010000,COUNTY OF COOK,0.552,11.038
2015,10042,010010001,CONSOLIDATED ELECTIONS,0.034,11.038
2015,10042,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,11.038
2015,10042,020010000,TOWN   BARRINGTON,0.033,11.038
2015,10042,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,11.038
2015,10042,020010003,ROAD AND BRIDGE BARRINGTON,0.000,11.038
2015,10042,031180000,VILLAGE OF   SOUTH BARRINGTON,0.649,11.038
2015,10042,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,0.654,11.038
2015,10042,044070000,SCHOOL DISTRICT UNIT  300,6.585,11.038
2015,10042,050980000,SOUTH BARRINGTON PARK DISTRICT,0.246,11.038
2015,10042,060390000,POPLAR CREEK PUBLIC LIBRARY DISTRICT,0.663,11.038
2015,10042,070090000,EAST DUNDEE & COUNTRYSIDE FIRE PROT DIST,1.115,11.038
2015,10042,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.426,11.038
2015,10042,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,11.038
2015,10043,010010000,COUNTY OF COOK,0.552,8.645
2015,10043,010010001,CONSOLIDATED ELECTIONS,0.034,8.645
2015,10043,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.645
2015,10043,020010000,TOWN   BARRINGTON,0.033,8.645
2015,10043,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,8.645
2015,10043,020010003,ROAD AND BRIDGE BARRINGTON,0.000,8.645
2015,10043,031180000,VILLAGE OF   SOUTH BARRINGTON,0.649,8.645
2015,10043,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.466,8.645
2015,10043,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,5.126,8.645
2015,10043,044030010,LAKE CO TAX OBJ CT ORD-220,0.077,8.645
2015,10043,050980000,SOUTH BARRINGTON PARK DISTRICT,0.246,8.645
2015,10043,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.266,8.645
2015,10043,070090000,EAST DUNDEE & COUNTRYSIDE FIRE PROT DIST,1.115,8.645
2015,10043,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,8.645
2015,10044,010010000,COUNTY OF COOK,0.552,7.530
2015,10044,010010001,CONSOLIDATED ELECTIONS,0.034,7.530
2015,10044,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,7.530
2015,10044,020010000,TOWN   BARRINGTON,0.033,7.530
2015,10044,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,7.530
2015,10044,020010003,ROAD AND BRIDGE BARRINGTON,0.000,7.530
2015,10044,031180000,VILLAGE OF   SOUTH BARRINGTON,0.649,7.530
2015,10044,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.466,7.530
2015,10044,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,5.126,7.530
2015,10044,044030010,LAKE CO TAX OBJ CT ORD-220,0.077,7.530
2015,10044,050980000,SOUTH BARRINGTON PARK DISTRICT,0.246,7.530
2015,10044,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.266,7.530
2015,10044,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,7.530
2015,10048,010010000,COUNTY OF COOK,0.552,11.292
2015,10048,010010001,CONSOLIDATED ELECTIONS,0.034,11.292
2015,10048,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,11.292
2015,10048,020010000,TOWN   BARRINGTON,0.033,11.292
2015,10048,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,11.292
2015,10048,020010003,ROAD AND BRIDGE BARRINGTON,0.000,11.292
2015,10048,030580000,VILLAGE OF   HOFFMAN ESTATES,1.563,11.292
2015,10048,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,0.654,11.292
2015,10048,044070000,SCHOOL DISTRICT UNIT  300,6.585,11.292
2015,10048,050480000,HOFFMAN ESTATES PARK DISTRICT,0.701,11.292
2015,10048,060390000,POPLAR CREEK PUBLIC LIBRARY DISTRICT,0.663,11.292
2015,10048,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.426,11.292
2015,10048,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,11.292
2015,10053,010010000,COUNTY OF COOK,0.552,8.255
2015,10053,010010001,CONSOLIDATED ELECTIONS,0.034,8.255
2015,10053,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.255
2015,10053,020010000,TOWN   BARRINGTON,0.033,8.255
2015,10053,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,8.255
2015,10053,020010003,ROAD AND BRIDGE BARRINGTON,0.000,8.255
2015,10053,031180000,VILLAGE OF   SOUTH BARRINGTON,0.649,8.255
2015,10053,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.466,8.255
2015,10053,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,5.126,8.255
2015,10053,044030010,LAKE CO TAX OBJ CT ORD-220,0.077,8.255
2015,10053,050980000,SOUTH BARRINGTON PARK DISTRICT,0.246,8.255
2015,10053,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.565,8.255
2015,10053,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.426,8.255
2015,10053,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,8.255
2015,10054,010010000,COUNTY OF COOK,0.552,9.468
2015,10054,010010001,CONSOLIDATED ELECTIONS,0.034,9.468
2015,10054,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,9.468
2015,10054,020010000,TOWN   BARRINGTON,0.033,9.468
2015,10054,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,9.468
2015,10054,020010003,ROAD AND BRIDGE BARRINGTON,0.000,9.468
2015,10054,031180000,VILLAGE OF   SOUTH BARRINGTON,0.649,9.468
2015,10054,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.466,9.468
2015,10054,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,5.126,9.468
2015,10054,044030010,LAKE CO TAX OBJ CT ORD-220,0.077,9.468
2015,10054,050980000,SOUTH BARRINGTON PARK DISTRICT,0.246,9.468
2015,10054,060390000,POPLAR CREEK PUBLIC LIBRARY DISTRICT,0.663,9.468
2015,10054,070090000,EAST DUNDEE & COUNTRYSIDE FIRE PROT DIST,1.115,9.468
2015,10054,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.426,9.468
2015,10054,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,9.468
2015,10055,010010000,COUNTY OF COOK,0.552,7.829
2015,10055,010010001,CONSOLIDATED ELECTIONS,0.034,7.829
2015,10055,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,7.829
2015,10055,020010000,TOWN   BARRINGTON,0.033,7.829
2015,10055,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,7.829
2015,10055,020010003,ROAD AND BRIDGE BARRINGTON,0.000,7.829
2015,10055,031180000,VILLAGE OF   SOUTH BARRINGTON,0.649,7.829
2015,10055,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.466,7.829
2015,10055,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,5.126,7.829
2015,10055,044030010,LAKE CO TAX OBJ CT ORD-220,0.077,7.829
2015,10055,050980000,SOUTH BARRINGTON PARK DISTRICT,0.246,7.829
2015,10055,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.565,7.829
2015,10055,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.011,7.829
2015,10056,010010000,COUNTY OF COOK,0.552,10.641
2015,10056,010010001,CONSOLIDATED ELECTIONS,0.034,10.641
2015,10056,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,10.641
2015,10056,020010000,TOWN   BARRINGTON,0.033,10.641
2015,10056,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,10.641
2015,10056,020010003,ROAD AND BRIDGE BARRINGTON,0.000,10.641
2015,10056,031180000,VILLAGE OF   SOUTH BARRINGTON,0.649,10.641
2015,10056,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,0.654,10.641
2015,10056,044070000,SCHOOL DISTRICT UNIT  300,6.585,10.641
2015,10056,050980000,SOUTH BARRINGTON PARK DISTRICT,0.246,10.641
