Tax Year,Tax code,Agency,Agency Name,Agency Rate,Tax code Rate
2016,10001,010010000,COUNTY OF COOK,0.533,7.132
2016,10001,010010001,CONSOLIDATED ELECTIONS,0,7.132
2016,10001,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,7.132
2016,10001,020010000,TOWN   BARRINGTON,0.03,7.132
2016,10001,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,7.132
2016,10001,020010003,ROAD AND BRIDGE BARRINGTON,0,7.132
2016,10001,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.416,7.132
2016,10001,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.538,7.132
2016,10001,044030010,LAKE CO TAX OBJ CT ORD-220,0.065,7.132
2016,10001,050040000,BARRINGTON PARK DISTRICT,0.763,7.132
2016,10001,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.231,7.132
2016,10001,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.482,7.132
2016,10001,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,7.132
2016,10002,010010000,COUNTY OF COOK,0.533,8.218
2016,10002,010010001,CONSOLIDATED ELECTIONS,0,8.218
2016,10002,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,8.218
2016,10002,020010000,TOWN   BARRINGTON,0.03,8.218
2016,10002,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,8.218
2016,10002,020010003,ROAD AND BRIDGE BARRINGTON,0,8.218
2016,10002,030040000,VILLAGE OF   BARRINGTON HILLS,1.254,8.218
2016,10002,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.416,8.218
2016,10002,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.538,8.218
2016,10002,044030010,LAKE CO TAX OBJ CT ORD-220,0.065,8.218
2016,10002,050030000,BARRINGTON HILLS PARK DISTRICT,0.048,8.218
2016,10002,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.231,8.218
2016,10002,070090000,EAST DUNDEE & COUNTRYSIDE FIRE PROT DIST,1.029,8.218
2016,10002,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,8.218
2016,10003,010010000,COUNTY OF COOK,0.533,6.916
2016,10003,010010001,CONSOLIDATED ELECTIONS,0,6.916
2016,10003,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,6.916
2016,10003,020010000,TOWN   BARRINGTON,0.03,6.916
2016,10003,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,6.916
2016,10003,020010003,ROAD AND BRIDGE BARRINGTON,0,6.916
2016,10003,031180000,VILLAGE OF   SOUTH BARRINGTON,0.547,6.916
2016,10003,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.416,6.916
2016,10003,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.538,6.916
2016,10003,044030010,LAKE CO TAX OBJ CT ORD-220,0.065,6.916
2016,10003,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.231,6.916
2016,10003,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.482,6.916
2016,10003,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,6.916
2016,10004,010010000,COUNTY OF COOK,0.533,9.959
2016,10004,010010001,CONSOLIDATED ELECTIONS,0,9.959
2016,10004,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,9.959
2016,10004,020010000,TOWN   BARRINGTON,0.03,9.959
2016,10004,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,9.959
2016,10004,020010003,ROAD AND BRIDGE BARRINGTON,0,9.959
2016,10004,030040000,VILLAGE OF   BARRINGTON HILLS,1.254,9.959
2016,10004,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,0.57,9.959
2016,10004,044070000,SCHOOL DISTRICT UNIT  300,6.19,9.959
2016,10004,050030000,BARRINGTON HILLS PARK DISTRICT,0.048,9.959
2016,10004,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.231,9.959
2016,10004,070090000,EAST DUNDEE & COUNTRYSIDE FIRE PROT DIST,1.029,9.959
2016,10004,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,9.959
2016,10005,010010000,COUNTY OF COOK,0.533,7.904
2016,10005,010010001,CONSOLIDATED ELECTIONS,0,7.904
2016,10005,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,7.904
2016,10005,020010000,TOWN   BARRINGTON,0.03,7.904
2016,10005,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,7.904
2016,10005,020010003,ROAD AND BRIDGE BARRINGTON,0,7.904
2016,10005,030040000,VILLAGE OF   BARRINGTON HILLS,1.254,7.904
2016,10005,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.416,7.904
2016,10005,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.538,7.904
2016,10005,044030010,LAKE CO TAX OBJ CT ORD-220,0.065,7.904
2016,10005,050040000,BARRINGTON PARK DISTRICT,0.763,7.904
2016,10005,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.231,7.904
2016,10005,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,7.904
2016,10009,010010000,COUNTY OF COOK,0.533,6.369
2016,10009,010010001,CONSOLIDATED ELECTIONS,0,6.369
2016,10009,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,6.369
2016,10009,020010000,TOWN   BARRINGTON,0.03,6.369
2016,10009,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,6.369
2016,10009,020010003,ROAD AND BRIDGE BARRINGTON,0,6.369
2016,10009,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.416,6.369
2016,10009,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.538,6.369
2016,10009,044030010,LAKE CO TAX OBJ CT ORD-220,0.065,6.369
2016,10009,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.231,6.369
2016,10009,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.482,6.369
2016,10009,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,6.369
2016,10012,010010000,COUNTY OF COOK,0.533,6.925
2016,10012,010010001,CONSOLIDATED ELECTIONS,0,6.925
2016,10012,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,6.925
2016,10012,020010000,TOWN   BARRINGTON,0.03,6.925
2016,10012,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,6.925
2016,10012,020010003,ROAD AND BRIDGE BARRINGTON,0,6.925
2016,10012,030630000,VILLAGE OF INVERNESS,0.556,6.925
2016,10012,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.416,6.925
2016,10012,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.538,6.925
2016,10012,044030010,LAKE CO TAX OBJ CT ORD-220,0.065,6.925
2016,10012,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.231,6.925
2016,10012,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.482,6.925
2016,10012,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,6.925
2016,10013,010010000,COUNTY OF COOK,0.533,8.11
2016,10013,010010001,CONSOLIDATED ELECTIONS,0,8.11
2016,10013,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,8.11
2016,10013,020010000,TOWN   BARRINGTON,0.03,8.11
2016,10013,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,8.11
2016,10013,020010003,ROAD AND BRIDGE BARRINGTON,0,8.11
2016,10013,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,0.57,8.11
2016,10013,044070000,SCHOOL DISTRICT UNIT  300,6.19,8.11
2016,10013,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.231,8.11
2016,10013,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.482,8.11
2016,10013,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,8.11
2016,10015,010010000,COUNTY OF COOK,0.533,6.916
2016,10015,010010001,CONSOLIDATED ELECTIONS,0,6.916
2016,10015,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,6.916
2016,10015,020010000,TOWN   BARRINGTON,0.03,6.916
2016,10015,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,6.916
2016,10015,020010003,ROAD AND BRIDGE BARRINGTON,0,6.916
2016,10015,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.416,6.916
2016,10015,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.538,6.916
2016,10015,044030010,LAKE CO TAX OBJ CT ORD-220,0.065,6.916
2016,10015,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.231,6.916
2016,10015,070090000,EAST DUNDEE & COUNTRYSIDE FIRE PROT DIST,1.029,6.916
2016,10015,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,6.916
2016,10018,010010000,COUNTY OF COOK,0.533,5.887
2016,10018,010010001,CONSOLIDATED ELECTIONS,0,5.887
2016,10018,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,5.887
2016,10018,020010000,TOWN   BARRINGTON,0.03,5.887
2016,10018,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,5.887
2016,10018,020010003,ROAD AND BRIDGE BARRINGTON,0,5.887
2016,10018,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.416,5.887
2016,10018,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.538,5.887
2016,10018,044030010,LAKE CO TAX OBJ CT ORD-220,0.065,5.887
2016,10018,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.231,5.887
2016,10018,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,5.887
2016,10019,010010000,COUNTY OF COOK,0.533,10.72
2016,10019,010010001,CONSOLIDATED ELECTIONS,0,10.72
2016,10019,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,10.72
2016,10019,020010000,TOWN   BARRINGTON,0.03,10.72
2016,10019,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,10.72
2016,10019,020010003,ROAD AND BRIDGE BARRINGTON,0,10.72
2016,10019,030580000,VILLAGE OF   HOFFMAN ESTATES,1.417,10.72
2016,10019,030580500,TIF VIL OF HOFFMAN ESTATES-SEARS,0,10.72
2016,10019,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,0.57,10.72
2016,10019,044010000,SCHOOL DISTRICT 46,6.837,10.72
2016,10019,050480000,HOFFMAN ESTATES PARK DISTRICT,0.622,10.72
2016,10019,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.231,10.72
2016,10019,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,10.72
2016,10019,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,10.72
2016,10021,010010000,COUNTY OF COOK,0.533,7.283
2016,10021,010010001,CONSOLIDATED ELECTIONS,0,7.283
2016,10021,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,7.283
2016,10021,020010000,TOWN   BARRINGTON,0.03,7.283
2016,10021,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,7.283
2016,10021,020010003,ROAD AND BRIDGE BARRINGTON,0,7.283
2016,10021,030030000,VILLAGE OF   BARRINGTON,0.633,7.283
2016,10021,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.416,7.283
2016,10021,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.538,7.283
2016,10021,044030010,LAKE CO TAX OBJ CT ORD-220,0.065,7.283
2016,10021,050040000,BARRINGTON PARK DISTRICT,0.763,7.283
2016,10021,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.231,7.283
2016,10021,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,7.283
2016,10030,010010000,COUNTY OF COOK,0.533,8.505
2016,10030,010010001,CONSOLIDATED ELECTIONS,0,8.505
2016,10030,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,8.505
2016,10030,020010000,TOWN   BARRINGTON,0.03,8.505
2016,10030,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,8.505
2016,10030,020010003,ROAD AND BRIDGE BARRINGTON,0,8.505
2016,10030,030630000,VILLAGE OF INVERNESS,0.556,8.505
2016,10030,040030000,SCHOOL DISTRICT C C  15,3.543,8.505
2016,10030,042130000,PALATINE TOWNSHIP HIGH SCHOOL  211,2.871,8.505
2016,10030,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.416,8.505
2016,10030,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.482,8.505
2016,10030,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,8.505
2016,10032,010010000,COUNTY OF COOK,0.533,8.657
2016,10032,010010001,CONSOLIDATED ELECTIONS,0,8.657
2016,10032,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,8.657
2016,10032,020010000,TOWN   BARRINGTON,0.03,8.657
2016,10032,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,8.657
2016,10032,020010003,ROAD AND BRIDGE BARRINGTON,0,8.657
2016,10032,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,0.57,8.657
2016,10032,044070000,SCHOOL DISTRICT UNIT  300,6.19,8.657
2016,10032,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.231,8.657
2016,10032,070090000,EAST DUNDEE & COUNTRYSIDE FIRE PROT DIST,1.029,8.657
2016,10032,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,8.657
2016,10035,010010000,COUNTY OF COOK,0.533,7.671
2016,10035,010010001,CONSOLIDATED ELECTIONS,0,7.671
2016,10035,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,7.671
2016,10035,020010000,TOWN   BARRINGTON,0.03,7.671
2016,10035,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,7.671
2016,10035,020010003,ROAD AND BRIDGE BARRINGTON,0,7.671
2016,10035,030040000,VILLAGE OF   BARRINGTON HILLS,1.254,7.671
2016,10035,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.416,7.671
2016,10035,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.538,7.671
2016,10035,044030010,LAKE CO TAX OBJ CT ORD-220,0.065,7.671
2016,10035,050030000,BARRINGTON HILLS PARK DISTRICT,0.048,7.671
2016,10035,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.231,7.671
2016,10035,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.482,7.671
2016,10035,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,7.671
2016,10038,010010000,COUNTY OF COOK,0.533,7.41
2016,10038,010010001,CONSOLIDATED ELECTIONS,0,7.41
2016,10038,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,7.41
2016,10038,020010000,TOWN   BARRINGTON,0.03,7.41
2016,10038,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,7.41
2016,10038,020010003,ROAD AND BRIDGE BARRINGTON,0,7.41
2016,10038,031180000,VILLAGE OF   SOUTH BARRINGTON,0.547,7.41
2016,10038,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.416,7.41
2016,10038,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.538,7.41
2016,10038,044030010,LAKE CO TAX OBJ CT ORD-220,0.065,7.41
2016,10038,050980000,SOUTH BARRINGTON PARK DISTRICT,0.211,7.41
2016,10038,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.231,7.41
2016,10038,070190000,HOFFMAN ESTATES FIRE PROTECTION DIST 1,0.359,7.41
2016,10038,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,7.41
2016,10038,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,7.41
2016,10039,010010000,COUNTY OF COOK,0.533,8.386
2016,10039,010010001,CONSOLIDATED ELECTIONS,0,8.386
2016,10039,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,8.386
2016,10039,020010000,TOWN   BARRINGTON,0.03,8.386
2016,10039,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,8.386
2016,10039,020010003,ROAD AND BRIDGE BARRINGTON,0,8.386
2016,10039,030040000,VILLAGE OF   BARRINGTON HILLS,1.254,8.386
2016,10039,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.416,8.386
2016,10039,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.538,8.386
2016,10039,044030010,LAKE CO TAX OBJ CT ORD-220,0.065,8.386
2016,10039,050040000,BARRINGTON PARK DISTRICT,0.763,8.386
2016,10039,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.231,8.386
2016,10039,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.482,8.386
2016,10039,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,8.386
2016,10040,010010000,COUNTY OF COOK,0.533,9.412
2016,10040,010010001,CONSOLIDATED ELECTIONS,0,9.412
2016,10040,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,9.412
2016,10040,020010000,TOWN   BARRINGTON,0.03,9.412
2016,10040,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,9.412
2016,10040,020010003,ROAD AND BRIDGE BARRINGTON,0,9.412
2016,10040,030040000,VILLAGE OF   BARRINGTON HILLS,1.254,9.412
2016,10040,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,0.57,9.412
2016,10040,044070000,SCHOOL DISTRICT UNIT  300,6.19,9.412
2016,10040,050030000,BARRINGTON HILLS PARK DISTRICT,0.048,9.412
2016,10040,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.231,9.412
2016,10040,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.482,9.412
2016,10040,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,9.412
2016,10041,010010000,COUNTY OF COOK,0.533,7.127
2016,10041,010010001,CONSOLIDATED ELECTIONS,0,7.127
2016,10041,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,7.127
2016,10041,020010000,TOWN   BARRINGTON,0.03,7.127
2016,10041,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,7.127
2016,10041,020010003,ROAD AND BRIDGE BARRINGTON,0,7.127
2016,10041,031180000,VILLAGE OF   SOUTH BARRINGTON,0.547,7.127
2016,10041,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.416,7.127
2016,10041,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.538,7.127
2016,10041,044030010,LAKE CO TAX OBJ CT ORD-220,0.065,7.127
2016,10041,050980000,SOUTH BARRINGTON PARK DISTRICT,0.211,7.127
2016,10041,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.231,7.127
2016,10041,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.482,7.127
2016,10041,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,7.127
2016,10042,010010000,COUNTY OF COOK,0.533,10.17
2016,10042,010010001,CONSOLIDATED ELECTIONS,0,10.17
2016,10042,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,10.17
2016,10042,020010000,TOWN   BARRINGTON,0.03,10.17
2016,10042,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,10.17
2016,10042,020010003,ROAD AND BRIDGE BARRINGTON,0,10.17
2016,10042,031180000,VILLAGE OF   SOUTH BARRINGTON,0.547,10.17
2016,10042,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,0.57,10.17
2016,10042,044070000,SCHOOL DISTRICT UNIT  300,6.19,10.17
2016,10042,050980000,SOUTH BARRINGTON PARK DISTRICT,0.211,10.17
2016,10042,060390000,POPLAR CREEK PUBLIC LIBRARY DISTRICT,0.58,10.17
2016,10042,070090000,EAST DUNDEE & COUNTRYSIDE FIRE PROT DIST,1.029,10.17
2016,10042,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,10.17
2016,10042,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,10.17
2016,10043,010010000,COUNTY OF COOK,0.533,7.674
2016,10043,010010001,CONSOLIDATED ELECTIONS,0,7.674
2016,10043,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,7.674
2016,10043,020010000,TOWN   BARRINGTON,0.03,7.674
2016,10043,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,7.674
2016,10043,020010003,ROAD AND BRIDGE BARRINGTON,0,7.674
2016,10043,031180000,VILLAGE OF   SOUTH BARRINGTON,0.547,7.674
2016,10043,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.416,7.674
2016,10043,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.538,7.674
2016,10043,044030010,LAKE CO TAX OBJ CT ORD-220,0.065,7.674
2016,10043,050980000,SOUTH BARRINGTON PARK DISTRICT,0.211,7.674
2016,10043,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.231,7.674
2016,10043,070090000,EAST DUNDEE & COUNTRYSIDE FIRE PROT DIST,1.029,7.674
2016,10043,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,7.674
2016,10044,010010000,COUNTY OF COOK,0.533,6.645
2016,10044,010010001,CONSOLIDATED ELECTIONS,0,6.645
2016,10044,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,6.645
2016,10044,020010000,TOWN   BARRINGTON,0.03,6.645
2016,10044,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,6.645
2016,10044,020010003,ROAD AND BRIDGE BARRINGTON,0,6.645
2016,10044,031180000,VILLAGE OF   SOUTH BARRINGTON,0.547,6.645
2016,10044,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.416,6.645
2016,10044,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.538,6.645
2016,10044,044030010,LAKE CO TAX OBJ CT ORD-220,0.065,6.645
2016,10044,050980000,SOUTH BARRINGTON PARK DISTRICT,0.211,6.645
2016,10044,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.231,6.645
2016,10044,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,6.645
2016,10048,010010000,COUNTY OF COOK,0.533,10.422
2016,10048,010010001,CONSOLIDATED ELECTIONS,0,10.422
2016,10048,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,10.422
2016,10048,020010000,TOWN   BARRINGTON,0.03,10.422
2016,10048,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,10.422
2016,10048,020010003,ROAD AND BRIDGE BARRINGTON,0,10.422
2016,10048,030580000,VILLAGE OF   HOFFMAN ESTATES,1.417,10.422
2016,10048,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,0.57,10.422
2016,10048,044070000,SCHOOL DISTRICT UNIT  300,6.19,10.422
2016,10048,050480000,HOFFMAN ESTATES PARK DISTRICT,0.622,10.422
2016,10048,060390000,POPLAR CREEK PUBLIC LIBRARY DISTRICT,0.58,10.422
2016,10048,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,10.422
2016,10048,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,10.422
2016,10053,010010000,COUNTY OF COOK,0.533,7.302
2016,10053,010010001,CONSOLIDATED ELECTIONS,0,7.302
2016,10053,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,7.302
2016,10053,020010000,TOWN   BARRINGTON,0.03,7.302
2016,10053,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,7.302
2016,10053,020010003,ROAD AND BRIDGE BARRINGTON,0,7.302
2016,10053,031180000,VILLAGE OF   SOUTH BARRINGTON,0.547,7.302
2016,10053,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.416,7.302
2016,10053,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.538,7.302
2016,10053,044030010,LAKE CO TAX OBJ CT ORD-220,0.065,7.302
2016,10053,050980000,SOUTH BARRINGTON PARK DISTRICT,0.211,7.302
2016,10053,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.482,7.302
2016,10053,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,7.302
2016,10053,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,7.302
2016,10054,010010000,COUNTY OF COOK,0.533,8.429
2016,10054,010010001,CONSOLIDATED ELECTIONS,0,8.429
2016,10054,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,8.429
2016,10054,020010000,TOWN   BARRINGTON,0.03,8.429
2016,10054,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,8.429
2016,10054,020010003,ROAD AND BRIDGE BARRINGTON,0,8.429
2016,10054,031180000,VILLAGE OF   SOUTH BARRINGTON,0.547,8.429
2016,10054,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.416,8.429
2016,10054,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.538,8.429
2016,10054,044030010,LAKE CO TAX OBJ CT ORD-220,0.065,8.429
2016,10054,050980000,SOUTH BARRINGTON PARK DISTRICT,0.211,8.429
2016,10054,060390000,POPLAR CREEK PUBLIC LIBRARY DISTRICT,0.58,8.429
2016,10054,070090000,EAST DUNDEE & COUNTRYSIDE FIRE PROT DIST,1.029,8.429
2016,10054,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,8.429
2016,10054,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,8.429
2016,10055,010010000,COUNTY OF COOK,0.533,6.896
2016,10055,010010001,CONSOLIDATED ELECTIONS,0,6.896
2016,10055,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,6.896
2016,10055,020010000,TOWN   BARRINGTON,0.03,6.896
2016,10055,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,6.896
2016,10055,020010003,ROAD AND BRIDGE BARRINGTON,0,6.896
2016,10055,031180000,VILLAGE OF   SOUTH BARRINGTON,0.547,6.896
2016,10055,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.416,6.896
2016,10055,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,4.538,6.896
2016,10055,044030010,LAKE CO TAX OBJ CT ORD-220,0.065,6.896
2016,10055,050980000,SOUTH BARRINGTON PARK DISTRICT,0.211,6.896
2016,10055,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,0.482,6.896
2016,10055,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.01,6.896
2016,10056,010010000,COUNTY OF COOK,0.533,9.821
2016,10056,010010001,CONSOLIDATED ELECTIONS,0,9.821
2016,10056,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,9.821
2016,10056,020010000,TOWN   BARRINGTON,0.03,9.821
2016,10056,020010002,GENERAL ASSISTANCE   BARRINGTON,0.001,9.821
2016,10056,020010003,ROAD AND BRIDGE BARRINGTON,0,9.821
2016,10056,031180000,VILLAGE OF   SOUTH BARRINGTON,0.547,9.821
2016,10056,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,0.57,9.821
2016,10056,044070000,SCHOOL DISTRICT UNIT  300,6.19,9.821
2016,10056,050980000,SOUTH BARRINGTON PARK DISTRICT,0.211,9.821
2016,10056,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,0.231,9.821
2016,10056,070090000,EAST DUNDEE & COUNTRYSIDE FIRE PROT DIST,1.029,9.821
